agency_cd	site_no	station_nm	dd_nu	parameter_cd	result_dt	result_tz_cd	result_va	result_cd	result_md
USGS	01031300	Piscataquis River at Blanchard, Maine	02	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:39:03
USGS	01031450	Kingsbury Stream at Abbot Village, Maine	02	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:39:03
USGS	01031500	Piscataquis River near Dover-Foxcroft, Maine	04	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:45:03
USGS	01031510	Black Stream near Dover-Foxcroft, Maine	02	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:39:03
USGS	01034000	Piscataquis River at Medford, Maine	01	00060	2013-02-18 13:15:00	EST	Ice		2013-02-18 13:29:02
USGS	01034500	Penobscot River at West Enfield, Maine	02	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:39:03
USGS	01037000	Kenduskeag Stream near Bangor, Maine	01	00060	2013-02-18 13:15:00	EST	Ice		2013-02-18 13:29:02
USGS	01042500	Kennebec River at The Forks, Maine	01	00060	2013-02-18 13:15:00	EST	Ice		2013-02-18 13:29:02
USGS	01044550	Spencer Stream near Grand Falls, Maine	02	00060	2013-02-18 13:00:00	EST	Ice		2013-02-18 13:03:03
USGS	01046000	Austin Stream at Bingham, Maine	01	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:41:04
USGS	01046500	Kennebec River at Bingham, Maine	02	00060	2013-02-18 13:15:00	EST	3530		2013-02-18 13:29:02
USGS	01047000	Carrabassett River near North Anson, Maine	04	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:41:04
USGS	01047150	Kennebec River near Madison, Maine	02	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 12:59:02
USGS	01047200	Sandy River near Madrid, Maine	02	00060	2013-02-18 13:00:00	EST	Ice		2013-02-18 13:09:03
USGS	01048000	Sandy River near Mercer, Maine	02	00060	2013-02-18 13:00:00	EST	Ice		2013-02-18 13:09:03
USGS	01048220	East Branch Wesserunsett Stream near Athens, Maine	02	00060	2013-02-18 13:00:00	EST	Ice		2013-02-18 13:09:03
USGS	01049000	Sebasticook River near Pittsfield, Maine	01	00060	2013-02-18 12:45:00	EST	654		2013-02-18 12:53:03
USGS	01049265	Kennebec River at North Sidney, Maine	04	00060	2013-02-18 12:30:00	EST	Ice		2013-02-18 12:47:03
USGS	01049500	Cobbosseecontee Stream at Gardiner, Maine	01	00060	2013-02-18 12:45:00	EST	268		2013-02-18 13:03:03
USGS	01052500	Diamond River near Wentworth Location, NH	01	00060	2013-02-18 13:15:00	EST	Ice		2013-02-18 13:29:02
USGS	01053500	Androscoggin River at Errol, NH	01	00060	2013-02-18 13:15:00	EST	2670		2013-02-18 13:29:02
USGS	01053600	Androscoggin River below Bog Brook at Cambridge NH	02	00060	2013-02-18 12:30:00	EST	Ice		2013-02-18 12:47:03
USGS	01054000	Androscoggin River near Gorham, NH	01	00060	2013-02-18 13:15:00	EST	2780		2013-02-18 13:29:02
USGS	01054114	Peabody River at Gorham, New Hampshire	02	00060	2013-02-18 13:15:00	EST	Ice		2013-02-18 13:29:02
USGS	01054200	Wild River at Gilead, Maine	02	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 13:03:03
USGS	01054300	Ellis River at South Andover, Maine	01	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:45:03
USGS	01054500	Androscoggin River at Rumford, Maine	04	00060	2013-02-18 13:15:00	EST	3420		2013-02-18 13:19:02
USGS	01055000	Swift River near Roxbury, Maine	01	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:45:03
USGS	01055500	Nezinscot River at Turner Center, Maine	01	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 13:03:03
USGS	01057000	Little Androscoggin River near South Paris, Maine	03	00060	2013-02-18 13:15:00	EST	Ice		2013-02-18 13:29:02
USGS	01059000	Androscoggin River near Auburn, Maine	01	00060	2013-02-18 12:45:00	EST	4810		2013-02-18 13:03:03
USGS	01018500	St. Croix River at Vanceboro, Maine	01	00060	2013-02-18 13:15:00	EST	831		2013-02-18 13:19:02
USGS	01019000	Grand Lake Stream at Grand Lake Stream, Maine	02	00060	2013-02-18 13:00:00	EST	573		2013-02-18 13:09:03
USGS	01021000	St. Croix River at Baring, Maine	04	00060	2013-02-18 13:15:00	EST	Ice		2013-02-18 13:29:02
USGS	01021200	Dennys River at Dennysville, Maine	02	00060	2013-02-18 13:15:00	EST	Ice		2013-02-18 13:25:03
USGS	01021470	Libby Brook near Northfield, Maine	02	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:45:03
USGS	01021480	Old Stream near Wesley, Maine	02	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:39:03
USGS	01022294	East Br Bear Brook near Beddington, Maine	02	00060	2013-02-18 13:00:00	EST	0.054		2013-02-18 13:09:03
USGS	01022500	Narraguagus River at Cherryfield, Maine	02	00060	2013-02-18 13:00:00	EST	Ice		2013-02-18 13:09:03
USGS	01022840	Otter Creek near Bar Harbor, Maine	02	00060	2013-02-18 13:25:00	EST	Ice		2013-02-18 13:35:02
USGS	01037380	Ducktrap River near Lincolnville, Maine	02	00060	2013-02-18 13:15:00	EST	Ice		2013-02-18 13:25:03
USGS	01038000	Sheepscot River at North Whitefield, Maine	02	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:45:03
USGS	01063310	Stony Brook at East Sebago, Maine	02	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 12:53:03
USGS	010642505	SACO RIVER AT RIVER STREET, AT BARTLETT, NH	02	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 12:53:03
USGS	01064500	Saco River near Conway, NH	04	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 13:03:03
USGS	01064801	BEARCAMP RIVER AT SOUTH TAMWORTH, NH	02	00060	2013-02-18 13:00:00	EST	Ice		2013-02-18 13:09:03
USGS	01066000	Saco River at Cornish, Maine	02	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 12:53:03
USGS	01067950	Kennebunk River near Kennebunk, Maine	02	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 13:03:03
USGS	01068910	Mousam River at Route 4 near Sanford, Maine	02	00060	2013-02-18 12:45:00	EST	85		2013-02-18 13:03:03
USGS	01069500	Mousam River near West Kennebunk, Maine	01	00060	2013-02-18 12:45:00	EST	90		2013-02-18 12:59:02
USGS	01069700	Branch Brook near Kennebunk, Maine	01	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 12:59:02
USGS	01072800	COCHECO RIVER NEAR ROCHESTER, NH.	02	00060	2013-02-18 13:00:00	EST	72		2013-02-18 13:13:03
USGS	01072870	ISINGLASS R AT ROCHESTER NECK RD, NR DOVER, NH	02	00060	2013-02-18 13:15:00	EST	113		2013-02-18 13:25:03
USGS	01073000	OYSTER RIVER NEAR DURHAM, NH	01	00060	2013-02-18 12:30:00	EST	12		2013-02-18 12:37:03
USGS	01073319	LAMPREY RIVER AT LANGFORD ROAD, AT RAYMOND, NH	02	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 12:59:02
USGS	01073500	LAMPREY RIVER NEAR NEWMARKET, NH	01	00060	2013-02-18 13:15:00	EST	205		2013-02-18 13:29:02
USGS	010735562	EXETER RIVER AT ODELL ROAD, NEAR SANDOWN, NH	02	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:35:02
USGS	01073587	EXETER RIVER AT HAIGH ROAD, NEAR BRENTWOOD, NH	02	00060	2013-02-18 13:15:00	EST	69		2013-02-18 13:29:02
USGS	01073785	WINNICUT RIVER AT GREENLAND, NR PORTSMOUTH, NH	02	00060	2013-02-18 13:30:00	EST	7.4		2013-02-18 13:41:04
USGS	01074520	EAST BRANCH PEMIGEWASSET RIVER AT LINCOLN, NH	02	00060	2013-02-18 13:15:00	EST	151		2013-02-18 13:25:03
USGS	01075000	PEMIGEWASSET RIVER AT WOODSTOCK, NH	01	00060	2013-02-18 13:30:00	EST	415		2013-02-18 13:45:03
USGS	01076000	BAKER RIVER NEAR RUMNEY, NH	01	00060	2013-02-18 13:30:00	EST	185		2013-02-18 13:45:03
USGS	01076500	PEMIGEWASSET RIVER AT PLYMOUTH, NH	01	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:45:03
USGS	01077400	COCKERMOUTH RIVER BELOW HARDY BROOK, AT GROTON, NH	02	00060	2013-02-18 13:00:00	EST	12		2013-02-18 13:09:03
USGS	01078000	SMITH RIVER NEAR BRISTOL, NH	01	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:45:03
USGS	01081000	WINNIPESAUKEE RIVER AT TILTON, NH	01	00060	2013-02-18 13:30:00	EST	595		2013-02-18 13:45:03
USGS	01081500	MERRIMACK RIVER AT FRANKLIN JUNCTION, NH	01	00060	2013-02-18 13:30:00	EST	1780		2013-02-18 13:45:03
USGS	01089100	SOUCOOK RIVER, AT PEMBROKE ROAD, NEAR CONCORD, NH	02	00060	2013-02-18 12:30:00	EST	77		2013-02-18 12:49:03
USGS	01089500	SUNCOOK RIVER AT NORTH CHICHESTER, NH	01	00060	2013-02-18 13:15:00	EST	Ice		2013-02-18 13:19:02
USGS	01090800	PISCATAQUOG RIVER BL EVERETT DAM, NR E WEARE, NH	06	00060	2013-02-18 13:30:00	EST	58		2013-02-18 13:45:03
USGS	01091000	SOUTH BRANCH PISCATAQUOG RIVER NEAR GOFFSTOWN, NH	01	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 12:59:02
USGS	01091500	PISCATAQUOG RIVER NEAR GOFFSTOWN, NH	04	00060	2013-02-18 13:30:00	EST	217		2013-02-18 13:45:03
USGS	01092000	MERRIMACK R NR GOFFS FALLS, BELOW MANCHESTER, NH	01	00060	2013-02-18 12:30:00	EST	2490		2013-02-18 12:49:03
USGS	01093852	SOUHEGAN RIVER (SITE WLR-1) NEAR MILFORD, NH	02	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 12:53:03
USGS	01094000	SOUHEGAN RIVER AT MERRIMACK, NH	01	00060	2013-02-18 13:30:00	EST	106		2013-02-18 13:45:03
USGS	010965852	BEAVER BROOK AT NORTH PELHAM, NH	02	00060	2013-02-18 13:15:00	EST	44		2013-02-18 13:29:02
USGS	01100505	SPICKET RIVER AT NORTH SALEM, NH	02	00060	2013-02-18 12:30:00	EST	20		2013-02-18 12:49:03
USGS	01100561	SPICKET RIVER NEAR METHUEN, MA	21	00060	2013-02-18 13:30:00	EST	95		2013-02-18 13:41:04
USGS	01100568	SHAWSHEEN RIVER AT HANSCOM FIELD NEAR BEDFORD, MA	02	00060	2013-02-18 12:15:00	EST	3.1		2013-02-18 13:19:02
USGS	01100600	SHAWSHEEN RIVER NEAR WILMINGTON, MA	01	00060	2013-02-18 13:30:00	EST	58		2013-02-18 13:45:03
USGS	01100627	SHAWSHEEN RIVER AT BALMORAL STREET AT ANDOVER, MA	01	00060	2013-02-18 13:30:00	EST	107		2013-02-18 13:45:03
USGS	01082000	CONTOOCOOK RIVER AT PETERBOROUGH, NH	01	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:45:03
USGS	01083000	NUBANUSIT BK BLW MACDOWELL DAM NR PETERBOROUGH NH	08	00060	2013-02-18 13:30:00	EST	53		2013-02-18 13:45:03
USGS	01085000	CONTOOCOOK RIVER NEAR HENNIKER, NH	04	00060	2013-02-18 13:30:00	EST	815		2013-02-18 13:45:03
USGS	01085500	CONTOOCOOK R BL HOPKINTON DAM AT W HOPKINTON, NH	01	00060	2013-02-18 13:00:00	EST	415		2013-02-18 13:19:02
USGS	01086000	WARNER RIVER AT DAVISVILLE, NH	01	00060	2013-02-18 13:30:00	EST	116		2013-02-18 13:45:03
USGS	01087000	BLACKWATER RIVER NEAR WEBSTER, NH	05	00060	2013-02-18 12:30:00	EST	109		2013-02-18 12:49:03
USGS	01094400	NORTH NASHUA RIVER AT FITCHBURG, MA	01	00060	2013-02-18 13:30:00	EST	95		2013-02-18 13:45:03
USGS	01095220	STILLWATER RIVER NEAR STERLING, MA	02	00060	2013-02-18 13:00:00	EST	62		2013-02-18 13:19:02
USGS	01095375	QUINAPOXET RIVER AT CANADA MILLS NEAR HOLDEN, MA	02	00060	2013-02-18 13:00:00	EST	41		2013-02-18 13:19:02
USGS	01095434	GATES BROOK NEAR WEST BOYLSTON, MA	02	00060	2013-02-18 13:10:00	EST	4.0		2013-02-18 13:35:02
USGS	01095503	NASHUA RIVER, WATER STREET BRIDGE, AT CLINTON, MA	01	00060	2013-02-18 13:00:00	EST	5.5		2013-02-18 13:09:03
USGS	01096000	SQUANNACOOK RIVER NEAR WEST GROTON, MA	01	00060	2013-02-18 13:00:00	EST	84		2013-02-18 13:13:03
USGS	01096500	NASHUA RIVER AT EAST PEPPERELL, MA	01	00060	2013-02-18 13:30:00	EST	427		2013-02-18 13:45:03
USGS	01096840	ASSABET RIVER 200 FT BELOW RT 85 AT HUDSON, MA	01	00060	2013-02-18 11:00:00	EST	79		2013-02-18 13:03:03
USGS	01097000	ASSABET RIVER AT MAYNARD, MA	01	00060	2013-02-18 13:15:00	EST	153		2013-02-18 13:29:02
USGS	01097300	NASHOBA BROOK NEAR ACTON, MA	03	00060	2013-02-18 12:45:00	EST	15		2013-02-18 13:03:03
USGS	01098500	COCHITUATE BK BL LAKE COCHITUATE AT FRAMINGHAM, MA	01	00060	2013-02-18 13:00:00	EST	26		2013-02-18 13:19:02
USGS	01098530	SUDBURY RIVER AT SAXONVILLE, MA	01	00060	2013-02-18 13:15:00	EST	112		2013-02-18 13:35:02
USGS	01099500	CONCORD R BELOW R MEADOW BROOK, AT LOWELL, MA	01	00060	2013-02-18 13:30:00	EST	492		2013-02-18 13:41:04
USGS	01129200	CONNECTICUT R BELOW INDIAN STREAM NR PITTSBURG, NH	01	00060	2013-02-18 13:15:00	EST	392		2013-02-18 13:25:03
USGS	01129500	CONNECTICUT RIVER AT NORTH STRATFORD, NH	01	00060	2013-02-18 13:15:00	EST	Ice		2013-02-18 13:25:03
USGS	01130000	UPPER AMMONOOSUC RIVER NEAR GROVETON, NH	01	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:35:02
USGS	01131500	CONNECTICUT RIVER NEAR DALTON, NH	01	00060	2013-02-18 13:15:00	EST	Ice		2013-02-18 13:25:03
USGS	01137500	AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH	01	00060	2013-02-18 13:30:00	EST	90		2013-02-18 13:45:03
USGS	01138500	CONNECTICUT RIVER AT WELLS RIVER, VT	02	00060	2013-02-18 13:30:00	EST	4540		2013-02-18 13:45:03
USGS	01133000	EAST BRANCH PASSUMPSIC RIVER NEAR EAST HAVEN, VT	01	00060	2013-02-18 13:00:00	EST	Ice		2013-02-18 13:19:02
USGS	01134500	MOOSE RIVER AT VICTORY, VT	01	00060	2013-02-18 13:00:00	EST	Ice		2013-02-18 13:13:03
USGS	01135150	POPE BROOK (SITE W-3) NEAR NORTH DANVILLE, VT	02	00060	2013-02-18 12:55:00	EST	Ice		2013-02-18 13:03:03
USGS	01135300	SLEEPERS RIVER (SITE W-5) NEAR ST. JOHNSBURY, VT	02	00060	2013-02-18 12:30:00	EST	Ice		2013-02-18 12:49:03
USGS	01135500	PASSUMPSIC RIVER AT PASSUMPSIC, VT	01	00060	2013-02-18 13:15:00	EST	443		2013-02-18 13:25:03
USGS	01139000	WELLS RIVER AT WELLS RIVER, VT	01	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 12:53:03
USGS	01139800	EAST ORANGE BRANCH AT EAST ORANGE, VT	01	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 12:59:02
USGS	01141500	OMPOMPANOOSUC RIVER AT UNION VILLAGE, VT	06	00060	2013-02-18 13:30:00	EST	100		2013-02-18 13:41:04
USGS	01144500	CONNECTICUT RIVER AT WEST LEBANON, NH	01	00060	2013-02-18 13:30:00	EST	6450		2013-02-18 13:45:03
USGS	01152500	SUGAR RIVER AT WEST CLAREMONT, NH	01	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:45:03
USGS	01154500	CONNECTICUT RIVER AT NORTH WALPOLE, NH	02	00060	2013-02-18 13:30:00	EST	7510		2013-02-18 13:45:03
USGS	01154950	COLD RIVER AT HIGH STREET, AT ALSTEAD, NH	02	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 12:53:03
USGS	01142500	AYERS BROOK AT RANDOLPH, VT	01	00060	2013-02-18 12:45:00	EST	32		2013-02-18 13:03:03
USGS	01144000	WHITE RIVER AT WEST HARTFORD, VT	01	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:45:03
USGS	01150900	OTTAUQUECHEE RIVER NEAR WEST BRIDGEWATER, VT	02	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:41:04
USGS	01151500	OTTAUQUECHEE RIVER AT NORTH HARTLAND, VT	01	00060	2013-02-18 13:30:00	EST	218		2013-02-18 13:41:04
USGS	01153000	BLACK RIVER AT NORTH SPRINGFIELD, VT	04	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:45:03
USGS	01153550	WILLIAMS RIVER NEAR ROCKINGHAM VT	02	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 13:03:03
USGS	01154000	SAXTONS RIVER AT SAXTONS RIVER, VT	01	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 12:59:02
USGS	01155349	WEST RIVER BELOW WINHALL RIVER, NEAR JAMAICA, VT	02	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:41:04
USGS	01155500	WEST RIVER AT JAMAICA, VT	01	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:41:04
USGS	01155910	WEST RIVER BELOW TOWNSHEND DAM NEAR TOWNSHEND, VT	02	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:41:04
USGS	01157000	ASHUELOT RIVER NEAR GILSUM, NH	01	00060	2013-02-18 13:30:00	EST	Ice		2013-02-18 13:41:04
USGS	01158000	ASHUELOT RIVER BELOW SURRY MT DAM, NEAR KEENE, NH	01	00060	2013-02-18 13:30:00	EST	124		2013-02-18 13:41:04
USGS	01158600	OTTER BROOK BELOW OTTER BROOK DAM, NEAR KEENE, NH	01	00060	2013-02-18 13:30:00	EST	62		2013-02-18 13:41:04
USGS	01160350	ASHUELOT RIVER AT WEST SWANZEY, NH	02	00060	2013-02-18 12:45:00	EST	Ice		2013-02-18 12:59:02
USGS	01161000	ASHUELOT RIVER AT HINSDALE, NH	01	00060	2013-02-18 12:45:00	EST	659		2013-02-18 12:59:02
USGS	01170500	CONNECTICUT RIVER AT MONTAGUE CITY, MA	01	00060	2013-02-18 13:30:00	EST	12700		2013-02-18 13:45:03
USGS	01171500	MILL RIVER AT NORTHAMPTON, MA	01	00060	2013-02-18 13:15:00	EST	101		2013-02-18 13:19:02
USGS	01172010	CONNECTICUT R AT I-391 BRIDGE AT HOLYOKE, MA	01	00060	2013-02-18 13:30:00	EST	10400		2013-02-18 13:45:03
USGS	01162500	PRIEST BROOK NEAR WINCHENDON, MA	01	00060	2013-02-18 12:45:00	EST	22		2013-02-18 13:03:03
USGS	01163200	OTTER RIVER AT OTTER RIVER, MA	01	00060	2013-02-18 13:15:00	EST	75		2013-02-18 13:29:02
USGS	01163500	MILLERS R BL BIRCH HILL DAM AT SOUTH ROYALSTON, MA	12	00060	2013-02-18 13:30:00	EST	305		2013-02-18 13:41:04
USGS	01164000	MILLERS RIVER AT SOUTH ROYALSTON, MA	02	00060	2013-02-18 13:30:00	EST	450		2013-02-18 13:41:04
USGS	01165000	EAST BRANCH TULLY RIVER NEAR ATHOL, MA	01	00060	2013-02-18 13:30:00	EST	52		2013-02-18 13:41:04
USGS	01166500	MILLERS RIVER AT ERVING, MA	01	00060	2013-02-18 13:00:00	EST	779		2013-02-18 13:19:02
USGS	01168500	DEERFIELD RIVER AT CHARLEMONT, MA	01	00060	2013-02-18 13:30:00	EST	1310		2013-02-18 13:41:04
USGS	01169000	NORTH RIVER AT SHATTUCKVILLE, MA	01	00060	2013-02-18 13:30:00	EST	135		2013-02-18 13:41:04
USGS	01169900	SOUTH RIVER NEAR CONWAY, MA	01	00060	2013-02-18 13:00:00	EST	149		2013-02-18 13:19:02
USGS	01170000	DEERFIELD RIVER NEAR WEST DEERFIELD, MA	07	00060	2013-02-18 13:30:00	EST	2620		2013-02-18 13:41:04
USGS	01170100	GREEN RIVER NEAR COLRAIN, MA	01	00060	2013-02-18 13:15:00	EST	Rat		2013-02-18 13:19:02
USGS	01172500	WARE RIVER NEAR BARRE, MA	01	00060	2013-02-18 13:30:00	EST	89		2013-02-18 13:41:04
USGS	01173000	WARE RIVER AT INTAKE WORKS NEAR BARRE, MA	10	00060	2013-02-18 12:45:00	EST	84		2013-02-18 13:03:03
USGS	01173500	WARE RIVER AT GIBBS CROSSING, MA	01	00060	2013-02-18 13:30:00	EST	216		2013-02-18 13:41:04
USGS	01174500	EAST BRANCH SWIFT RIVER NEAR HARDWICK, MA	01	00060	2013-02-18 13:15:00	EST	41		2013-02-18 13:25:03
USGS	01174565	WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA	01	00060	2013-02-18 13:15:00	EST	23		2013-02-18 13:25:03
USGS	01175500	SWIFT RIVER AT WEST WARE, MA	01	00060	2013-02-18 13:15:00	EST	47		2013-02-18 13:19:02
USGS	01175670	SEVENMILE RIVER NEAR SPENCER, MA	01	00060	2013-02-18 13:30:00	EST	18		2013-02-18 13:41:04
USGS	01176000	QUABOAG RIVER AT WEST BRIMFIELD, MA	01	00060	2013-02-18 13:15:00	EST	133		2013-02-18 13:19:02
USGS	01177000	CHICOPEE RIVER AT INDIAN ORCHARD, MA	01	00060	2013-02-18 13:30:00	EST	347		2013-02-18 13:45:03
USGS	01184000	CONNECTICUT RIVER AT THOMPSONVILLE, CT.	02	00060	2013-02-18 13:30:00	EST	12000		2013-02-18 13:45:03
USGS	01184100	STONY BROOK NEAR WEST SUFFIELD, CT.	01	00060	2013-02-18 13:00:00	EST	10		2013-02-18 13:09:03
USGS	01184490	BROAD BROOK AT BROAD BROOK, CT.	01	00060	2013-02-18 12:45:00	EST	22		2013-02-18 13:03:03
USGS	01191000	NORTH BRANCH PARK R AT HARTFORD, CT.	01	00060	2013-02-18 13:00:00	EST	Pr		2013-02-18 13:13:03
USGS	01192500	HOCKANUM RIVER NEAR EAST HARTFORD, CT.	02	00060	2013-02-18 13:30:00	EST	91		2013-02-18 13:45:03
USGS	01192883	COGINCHAUG RIVER AT MIDDLEFIELD, CT	01	00060	2013-02-18 13:00:00	EST	123		2013-02-18 13:19:02
USGS	01193050	CONNECTICUT R AT MIDDLE HADDAM, CT	35	00060	2013-02-18 12:45:00	EST	12400		2013-02-18 13:13:03
USGS	01193500	SALMON RIVER NEAR EAST HAMPTON, CT.	02	00060	2013-02-18 13:15:00	EST	398		2013-02-18 13:29:02
USGS	01194000	EIGHTMILE R AT NORTH PLAIN, CT.	01	00060	2013-02-18 13:15:00	EST	80		2013-02-18 13:29:02
USGS	01194500	EAST BRANCH EIGHTMILE RIVER NEAR NORTH LYME, CT.	01	00060	2013-02-18 12:45:00	EST	63		2013-02-18 12:59:02
USGS	01209005	Saugatuck R below Saugatuck Res nr Lyons Plain, CT	02	00060	2013-02-18 12:45:00	EST	50		2013-02-18 13:03:03
USGS	01179500	WESTFIELD RIVER AT KNIGHTVILLE, MA	01	00060	2013-02-18 13:30:00	EST	207		2013-02-18 13:41:04
USGS	01180500	MIDDLE BRANCH WESTFIELD RIVER AT GOSS HEIGHTS, MA	01	00060	2013-02-18 13:30:00	EST	53		2013-02-18 13:41:04
USGS	01181000	WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA	01	00060	2013-02-18 13:30:00	EST	149		2013-02-18 13:41:04
